-1.07768 -0.17863 -1.83350 +0.90539 -2.46523 -1.00278 -1.89151
-1.07768 -0.17863 -1.83350 +0.90539 -2.46523 -1.00278 -1.89151
-1.07768 -0.17862 -1.83350 +0.90539 -2.46523 -1.00278 -1.89151
-1.07768 -0.17861 -1.83350 +0.90539 -2.46523 -1.00278 -1.89151
-1.07768 -0.17860 -1.83350 +0.90539 -2.46523 -1.00278 -1.89151
-1.07768 -0.17859 -1.83350 +0.90539 -2.46523 -1.00278 -1.89151
-1.07768 -0.17858 -1.83350 +0.90539 -2.46523 -1.00278 -1.89151
-1.07768 -0.17856 -1.83350 +0.90539 -2.46523 -1.00278 -1.89151
-1.07768 -0.17853 -1.83350 +0.90539 -2.46523 -1.00278 -1.89151
-1.07768 -0.17851 -1.83350 +0.90539 -2.46523 -1.00278 -1.89151
-1.07768 -0.17848 -1.83350 +0.90539 -2.46523 -1.00278 -1.89151
-1.07768 -0.17845 -1.83350 +0.90539 -2.46523 -1.00278 -1.89151
-1.07768 -0.17842 -1.83350 +0.90539 -2.46523 -1.00278 -1.89151
-1.07768 -0.17838 -1.83350 +0.90539 -2.46523 -1.00278 -1.89151
-1.07768 -0.17834 -1.83350 +0.90539 -2.46523 -1.00278 -1.89151
-1.07768 -0.17829 -1.83350 +0.90539 -2.46523 -1.00278 -1.89151
-1.07768 -0.17825 -1.83350 +0.90539 -2.46523 -1.00278 -1.89151
-1.07768 -0.17820 -1.83350 +0.90539 -2.46523 -1.00278 -1.89151
-1.07768 -0.17815 -1.83350 +0.90539 -2.46523 -1.00278 -1.89151
-1.07768 -0.17809 -1.83350 +0.90539 -2.46523 -1.00278 -1.89151
-1.07768 -0.17803 -1.83350 +0.90539 -2.46523 -1.00278 -1.89151
-1.07768 -0.17797 -1.83350 +0.90539 -2.46523 -1.00278 -1.89151
-1.07768 -0.17791 -1.83350 +0.90539 -2.46523 -1.00278 -1.89151
-1.07768 -0.17784 -1.83350 +0.90539 -2.46523 -1.00278 -1.89151
-1.07768 -0.17777 -1.83350 +0.90539 -2.46523 -1.00278 -1.89151
-1.07768 -0.17770 -1.83350 +0.90539 -2.46523 -1.00278 -1.89151
-1.07768 -0.17762 -1.83350 +0.90539 -2.46523 -1.00278 -1.89151
-1.07768 -0.17754 -1.83350 +0.90539 -2.46523 -1.00278 -1.89151
-1.07768 -0.17746 -1.83350 +0.90539 -2.46523 -1.00278 -1.89151
-1.07768 -0.17738 -1.83350 +0.90539 -2.46523 -1.00278 -1.89151
-1.07768 -0.17729 -1.83350 +0.90539 -2.46523 -1.00278 -1.89151
-1.07768 -0.17720 -1.83350 +0.90539 -2.46523 -1.00278 -1.89151
-1.07768 -0.17710 -1.83350 +0.90539 -2.46523 -1.00278 -1.89151
